Title,URL,Date,Primary image,Primary image caption,Primary image rights information,Subjects,Station,State,Place,Keywords,Latitude,Longitude,MediaRSS URL,Billboards
Long-time Christmas light display dazzles Port Lincoln,http://www.abc.net.au/local/photos/2014/12/04/4142098.htm,4/12/2014,http://www.abc.net.au/reslib/201412/r1364555_19203796.jpg,Port Lincoln photographer Robert Lang took an picture for Desmond Voumard of his festive display. Posted on social media, 'Christmas on Feltus Street, Port Lincoln SA' has racked up hundreds of 'likes'.,Copyright: ABC | Source: Used with permission | Byline: Contributor - Robert Lang,Community and Society, Human Interest, Human Interest:People,,ABC West Coast SA,SA,Port Lincoln,Port Lincoln, Feltus street, Des, Demond and Lorrain Voumard, Eyre Peninsula, Chrismtas lights, festiva, display, story, collection, santa,-34.7282,135.8733,http://www.abc.net.au/local/photos/2014/12/04/4142098-mediarss.xml,"images/0007.png"
Friday Rewind – Beauty contests, bathing and boxing on the river,http://www.abc.net.au/local/photos/2014/12/24/4154332.htm,24/12/2014,http://www.abc.net.au/reslib/201412/r1372351_19369238.jpg,The lasses line up for an old-fashioned beauty contest at the Nelson Aquatic Carnival in 1950.,Copyright: Audience submitted | Source: Mount Gambier Library | Byline: Les hill Collection,Community and Society:History, Human Interest,,ABC South East SA,SA,Mount Gambier,holidays, history, south east, mount gambier, nelson, camping, christmas, new years, fishing, donovans, les hill collection, mount gambier library,-37.8252,140.7811,http://www.abc.net.au/local/photos/2014/12/24/4154332-mediarss.xml,"images/0009.png"
Port Lincoln foreshore splashed with racehorse history,http://www.abc.net.au/local/photos/2014/12/22/4153423.htm,22/12/2014,http://www.abc.net.au/reslib/201412/r1371661_19352955.jpg,Just after 7am, trainer Darryl Carrison arrives at the Port Lincoln foreshore to take two horses for a dip in Boston Bay,Copyright: ABC | Source: ABC | Byline: Eloise Fuss,Community and Society, Community and Society:History, Human Interest, Human Interest:Animals,ABC West Coast SA,SA,Port Lincoln,Darryl Carrison, Port Lincoln, foreshore, racehorse, racehorses, history, Boston Bay, swimming, summer, animals, Eyre Peninsula, horse racing,-34.7282,135.8733,http://www.abc.net.au/local/photos/2014/12/22/4153423-mediarss.xml,"images/0011.png"
ABC South East on air and online for 2015,http://www.abc.net.au/local/photos/2014/12/24/4154244.htm,24/12/2014,http://www.abc.net.au/reslib/201412/r1372271_19367196.jpg,All your favourite ABC South East programs will be back in 2015.,Copyright: ABC | Source: ABC Local | Byline: Kate Hill,Information and Communication, Information and Communication:Broadcasting:ABC, Information and Communication:Broadcasting,,ABC South East SA,SA,Mount Gambier,abc south east, on air, 1476, 1161, radio, online, on air, stan thomson, stuart stansfield, rebekah lowe, mount gambier, south east, limestone coast,-37.8252,140.7811,http://www.abc.net.au/local/photos/2014/12/24/4154244-mediarss.xml,"images/0013.png"
Wide angle: A photo road trip around the South East,http://www.abc.net.au/local/photos/2014/12/23/4153836.htm,23/12/2014,http://www.abc.net.au/reslib/201412/r1371974_19360221.jpg,The trek up the steep road to Mount Gambier's Centenary Tower is worth the reward.,Copyright: ABC | Source: ABC Local | Byline: Kate Hill,Arts and Entertainment:Photography, Human Interest, Lifestyle and Leisure:Travel and Tourism, Rural,ABC South East SA,SA,Mount Gambier,landscape, photo, photography, south east, mount gambier, naracoorte, abc south east, sa limestone coast, tourism, robe, keith, kingston, apsley, coonawarra, penola,-37.8252,140.7811,http://www.abc.net.au/local/photos/2014/12/23/4153836-mediarss.xml,"images/0014.png"
Fourth expansion slated for Mount Gambier Prison,http://www.abc.net.au/local/photos/2014/12/22/4153059.htm,22/12/2014,http://www.abc.net.au/reslib/201405/r1277801_17275943.jpg,A fourth expansion has been slated for Mount Gambier Prison, in the state's South East.,Copyright: ABC | Source: ABC Local | Byline: Kate Hill,Law, Crime and Justice, Law, Crime and Justice:Prisons and Punishment,,ABC South East SA,SA,Mount Gambier,prison, G4S, mount gambier, port augusta, correctional services, tony piccolo, budget, state government, south australia, south east, prisoners,-37.8252,140.7811,http://www.abc.net.au/local/photos/2014/12/22/4153059-mediarss.xml,"images/0021.png"
Friday Rewind -Tearing down memory lane in a soap box racer,http://www.abc.net.au/local/photos/2014/12/19/4151935.htm,19/12/2014,http://www.abc.net.au/reslib/201412/r1370691_19331998.jpg,A keen contender in a custom-made soap box racer poses for the photographer.,Copyright: Audience submitted | Source: Supplied | Byline: Kevin Harris,Community and Society:History, Human Interest,,ABC South East SA,SA,Mount Gambier,soap box racing, racers, mount gambier, history, vintage, derby, all-american, ohio, the advertiser, mayor, 1950s, kids, racing,-37.8252,140.7811,http://www.abc.net.au/local/photos/2014/12/19/4151935-mediarss.xml,"images/0022.png"
A year on, life after meth for Mount Gambier mum,http://www.abc.net.au/local/photos/2014/12/19/4151854.htm,19/12/2014,http://www.abc.net.au/reslib/201406/r1292482_17603268.jpg,"We're starting to trust each other again": Amy and her mother Sarah featured in ABC South East's Life on Meth series.,Copyright: ABC | Source: ABC Local | Byline: Kate Hill,Community and Society:Drugs and Substance Abuse, Health:Drug Use, Human Interest,,ABC South East SA,SA,Mount Gambier,life on meth, motherhood, ice, drug, addiction, help, counselling, south east, mount gambier, crystal methamphetamine, police, limestone coast, DASSA, life without barriers,-37.8252,140.7811,http://www.abc.net.au/local/photos/2014/12/19/4151854-mediarss.xml,"images/0026.png"
Milton's weight loss success won 'the hard way',http://www.abc.net.au/local/photos/2014/12/18/4151024.htm,18/12/2014,http://www.abc.net.au/reslib/201412/r1370155_19320480.jpg,"I'm doing it the hard way": Milton Chant works out in a Mount Gambier gym.,Copyright: ABC | Source: ABC Local | Byline: Kate Hill,Health, Health:Exercise and Fitness, Health:Obesity,,ABC South East SA,SA,Mount Gambier,weight loss, fat, series, gym, tips, crash diet, milton chant, crossfit, mount gambier, south east, limestone coast, trainers, Tania, dietician, hospital, christmas, motivation,-37.8252,140.7811,http://www.abc.net.au/local/photos/2014/12/18/4151024-mediarss.xml,"images/0030.png"
Confessions of a store Santa,http://www.abc.net.au/local/photos/2014/12/17/4150246.htm,17/12/2014,http://www.abc.net.au/reslib/201412/r1369520_19307034.jpg,"Nine out of 10 kids love Santa", although Natalie proves to be one of the 10 per cent.,Copyright: ABC | Source: ABC Local | Byline: Kate Hill,Arts and Entertainment:Comedy (Humour), Human Interest, Lifestyle and Leisure,,ABC South East SA,SA,Mount Gambier,santa, christmas, store, harvey norman, entertainment, father, saint nick, claus, rudolph, mount gambier, adelaide, jingle bells, children, appearance, parade, lou jones,-37.8252,140.7811,http://www.abc.net.au/local/photos/2014/12/17/4150246-mediarss.xml,"images/0030.png"
